eda_value,eda_Time,windows,intervals,label,confidence,type
0.558207028016,2018-12-06 09:38:22.750000+00:00,1,2,unsure,none,none
0.553127212359,2018-12-06 09:38:23+00:00,1,2,unsure,none,none
0.5532699370449999,2018-12-06 09:38:23.250000+00:00,1,2,unsure,none,none
0.5570379521369999,2018-12-06 09:38:23.500000+00:00,1,2,unsure,none,none
0.5602802745359999,2018-12-06 09:38:23.750000+00:00,1,2,unsure,none,none
0.560355202596,2018-12-06 09:38:24+00:00,1,2,unsure,none,none
0.556469112636,2018-12-06 09:38:24.250000+00:00,1,2,unsure,none,none
0.548114136107,2018-12-06 09:38:24.500000+00:00,1,2,unsure,none,none
0.532558385482,2018-12-06 09:38:24.750000+00:00,1,2,unsure,none,none
0.503260469053,2018-12-06 09:38:25+00:00,1,3,unsure,none,none
0.473045908005,2018-12-06 09:38:25.250000+00:00,1,3,unsure,none,none
0.4597455609660001,2018-12-06 09:38:25.500000+00:00,1,3,unsure,none,none
0.454589865765,2018-12-06 09:38:25.750000+00:00,1,3,unsure,none,none
0.459333906558,2018-12-06 09:38:26+00:00,1,3,unsure,none,none
0.488719451194,2018-12-06 09:38:26.250000+00:00,1,3,unsure,none,none
0.530043535446,2018-12-06 09:38:26.500000+00:00,1,3,unsure,none,none
0.557692638539,2018-12-06 09:38:26.750000+00:00,1,3,unsure,none,none
0.568660074391,2018-12-06 09:38:27+00:00,1,3,unsure,none,none
0.572487662824,2018-12-06 09:38:27.250000+00:00,1,3,unsure,none,none
0.574094808065,2018-12-06 09:38:27.500000+00:00,1,3,unsure,none,none
0.575735697227,2018-12-06 09:38:27.750000+00:00,1,3,unsure,none,none
0.5770156926860001,2018-12-06 09:38:28+00:00,1,3,unsure,none,none
0.577033966148,2018-12-06 09:38:28.250000+00:00,1,3,unsure,none,none
0.57581614803,2018-12-06 09:38:28.500000+00:00,1,3,unsure,none,none
0.574799811104,2018-12-06 09:38:28.750000+00:00,1,3,unsure,none,none
0.574806408289,2018-12-06 09:38:29+00:00,1,3,unsure,none,none
0.574047756776,2018-12-06 09:38:29.250000+00:00,1,3,unsure,none,none
0.57145941885,2018-12-06 09:38:29.500000+00:00,1,3,unsure,none,none
0.568802590194,2018-12-06 09:38:29.750000+00:00,1,3,unsure,none,none
0.56729356814,2018-12-06 09:38:30+00:00,1,4,unsure,none,none
0.567511947541,2018-12-06 09:38:30.250000+00:00,1,4,unsure,none,none
0.5693144937160001,2018-12-06 09:38:30.500000+00:00,1,4,unsure,none,none
0.569388322591,2018-12-06 09:38:30.750000+00:00,1,4,unsure,none,none
0.563793281664,2018-12-06 09:38:31+00:00,1,4,unsure,none,none
0.552769509335,2018-12-06 09:38:31.250000+00:00,1,4,unsure,none,none
0.542422506159,2018-12-06 09:38:31.500000+00:00,1,4,unsure,none,none
0.538459109587,2018-12-06 09:38:31.750000+00:00,1,4,unsure,none,none
0.541610922275,2018-12-06 09:38:32+00:00,1,4,unsure,none,none
0.549558827701,2018-12-06 09:38:32.250000+00:00,1,4,unsure,none,none
0.557274711277,2018-12-06 09:38:32.500000+00:00,1,4,unsure,none,none
0.561202459858,2018-12-06 09:38:32.750000+00:00,1,4,unsure,none,none
0.562357906845,2018-12-06 09:38:33+00:00,1,4,unsure,none,none
0.562811220255,2018-12-06 09:38:33.250000+00:00,1,4,unsure,none,none
0.5631982189410001,2018-12-06 09:38:33.500000+00:00,1,4,unsure,none,none
0.562264272469,2018-12-06 09:38:33.750000+00:00,1,4,unsure,none,none
0.556902339103,2018-12-06 09:38:34+00:00,1,4,unsure,none,none
0.541838373498,2018-12-06 09:38:34.250000+00:00,1,4,unsure,none,none
0.52155514383,2018-12-06 09:38:34.500000+00:00,1,4,unsure,none,none
0.517928029296,2018-12-06 09:38:34.750000+00:00,1,4,unsure,none,none
0.538450627673,2018-12-06 09:38:35+00:00,1,5,unsure,none,none
0.5629312008,2018-12-06 09:38:35.250000+00:00,1,5,unsure,none,none
0.573135307906,2018-12-06 09:38:35.500000+00:00,1,5,unsure,none,none
0.557763727572,2018-12-06 09:38:35.750000+00:00,1,5,unsure,none,none
0.48537068393,2018-12-06 09:38:36+00:00,1,5,unsure,none,none
0.34742793745800005,2018-12-06 09:38:36.250000+00:00,1,5,unsure,none,none
0.223198004427,2018-12-06 09:38:36.500000+00:00,1,5,unsure,none,none
0.186014686222,2018-12-06 09:38:36.750000+00:00,1,5,unsure,none,none
0.251123483024,2018-12-06 09:38:37+00:00,1,5,unsure,none,none
0.385832233665,2018-12-06 09:38:37.250000+00:00,1,5,unsure,none,none
0.496457562574,2018-12-06 09:38:37.500000+00:00,1,5,unsure,none,none
0.542705594742,2018-12-06 09:38:37.750000+00:00,1,5,unsure,none,none
0.557092224745,2018-12-06 09:38:38+00:00,1,5,unsure,none,none
0.561593271738,2018-12-06 09:38:38.250000+00:00,1,5,unsure,none,none
0.562971102469,2018-12-06 09:38:38.500000+00:00,1,5,unsure,none,none
0.563158266778,2018-12-06 09:38:38.750000+00:00,1,5,unsure,none,none
0.562866816267,2018-12-06 09:38:39+00:00,1,5,unsure,none,none
0.56258703018,2018-12-06 09:38:39.250000+00:00,1,5,unsure,none,none
0.562376013982,2018-12-06 09:38:39.500000+00:00,1,5,unsure,none,none
0.561937795671,2018-12-06 09:38:39.750000+00:00,1,5,unsure,none,none
0.561106912513,2018-12-06 09:38:40+00:00,1,6,unsure,none,none
0.560065866811,2018-12-06 09:38:40.250000+00:00,1,6,unsure,none,none
0.55915192054,2018-12-06 09:38:40.500000+00:00,1,6,unsure,none,none
0.558431071415,2018-12-06 09:38:40.750000+00:00,1,6,unsure,none,none
0.557790621493,2018-12-06 09:38:41+00:00,1,6,unsure,none,none
0.557230641011,2018-12-06 09:38:41.250000+00:00,1,6,unsure,none,none
0.55686441756,2018-12-06 09:38:41.500000+00:00,1,6,unsure,none,none
0.556627819275,2018-12-06 09:38:41.750000+00:00,1,6,unsure,none,none
0.556188992641,2018-12-06 09:38:42+00:00,1,6,unsure,none,none
0.555381972335,2018-12-06 09:38:42.250000+00:00,1,6,unsure,none,none
0.554423081426,2018-12-06 09:38:42.500000+00:00,1,6,unsure,none,none
0.55376481247,2018-12-06 09:38:42.750000+00:00,1,6,unsure,none,none
0.553382593319,2018-12-06 09:38:43+00:00,1,6,unsure,none,none
0.5527403221589999,2018-12-06 09:38:43.250000+00:00,1,6,unsure,none,none
0.551835514755,2018-12-06 09:38:43.500000+00:00,1,6,unsure,none,none
0.551195820057,2018-12-06 09:38:43.750000+00:00,1,6,unsure,none,none
0.550822367586,2018-12-06 09:38:44+00:00,1,6,unsure,none,none
0.550191351696,2018-12-06 09:38:44.250000+00:00,1,6,unsure,none,none
0.548867241797,2018-12-06 09:38:44.500000+00:00,1,6,unsure,none,none
0.5458919057370001,2018-12-06 09:38:44.750000+00:00,1,6,unsure,none,none
0.5366429438520001,2018-12-06 09:38:45+00:00,1,7,unsure,none,none
0.506799479936,2018-12-06 09:38:45.250000+00:00,1,7,unsure,none,none
0.414952158693,2018-12-06 09:38:45.500000+00:00,1,7,unsure,none,none
0.26213144292,2018-12-06 09:38:45.750000+00:00,1,7,unsure,none,none
0.140431607629,2018-12-06 09:38:46+00:00,1,7,unsure,none,none
0.0993258557405,2018-12-06 09:38:46.250000+00:00,1,7,unsure,none,none
0.109466465202,2018-12-06 09:38:46.500000+00:00,1,7,unsure,none,none
0.138346857005,2018-12-06 09:38:46.750000+00:00,1,7,unsure,none,none
0.201761945057,2018-12-06 09:38:47+00:00,1,7,unsure,none,none
0.33518789644,2018-12-06 09:38:47.250000+00:00,1,7,unsure,none,none
0.47863845853,2018-12-06 09:38:47.500000+00:00,1,7,unsure,none,none
0.555633971907,2018-12-06 09:38:47.750000+00:00,1,7,unsure,none,none
0.58250601673,2018-12-06 09:38:48+00:00,1,7,unsure,none,none
0.593350888522,2018-12-06 09:38:48.250000+00:00,1,7,unsure,none,none
0.597538498357,2018-12-06 09:38:48.500000+00:00,1,7,unsure,none,none
0.598695781603,2018-12-06 09:38:48.750000+00:00,1,7,unsure,none,none
0.598895131166,2018-12-06 09:38:49+00:00,1,7,unsure,none,none
0.598865339074,2018-12-06 09:38:49.250000+00:00,1,7,unsure,none,none
0.598564618842,2018-12-06 09:38:49.500000+00:00,1,7,unsure,none,none
0.598020362985,2018-12-06 09:38:49.750000+00:00,1,7,unsure,none,none
0.597367914503,2018-12-06 09:38:50+00:00,1,8,unsure,none,none
0.5965912157150001,2018-12-06 09:38:50.250000+00:00,1,8,unsure,none,none
0.595499584414,2018-12-06 09:38:50.500000+00:00,1,8,unsure,none,none
0.593909796712,2018-12-06 09:38:50.750000+00:00,1,8,unsure,none,none
0.5922881653050001,2018-12-06 09:38:51+00:00,1,8,unsure,none,none
0.591055988154,2018-12-06 09:38:51.250000+00:00,1,8,unsure,none,none
0.589832560658,2018-12-06 09:38:51.500000+00:00,1,8,unsure,none,none
0.588699335498,2018-12-06 09:38:51.750000+00:00,1,8,unsure,none,none
0.587864634095,2018-12-06 09:38:52+00:00,1,8,unsure,none,none
0.587056419586,2018-12-06 09:38:52.250000+00:00,1,8,unsure,none,none
0.586488638742,2018-12-06 09:38:52.500000+00:00,1,8,unsure,none,none
0.5862632876870001,2018-12-06 09:38:52.750000+00:00,1,8,unsure,none,none
0.5860642883030001,2018-12-06 09:38:53+00:00,1,8,unsure,none,none
0.585612523411,2018-12-06 09:38:53.250000+00:00,1,8,unsure,none,none
0.584723880449,2018-12-06 09:38:53.500000+00:00,1,8,unsure,none,none
0.583949381967,2018-12-06 09:38:53.750000+00:00,1,8,unsure,none,none
0.583550615599,2018-12-06 09:38:54+00:00,1,8,unsure,none,none
0.5829682703469999,2018-12-06 09:38:54.250000+00:00,1,8,unsure,none,none
0.582284264899,2018-12-06 09:38:54.500000+00:00,1,8,unsure,none,none
0.5818874633600001,2018-12-06 09:38:54.750000+00:00,1,8,unsure,none,none
0.581670844945,2018-12-06 09:38:55+00:00,1,9,unsure,none,none
0.5817797636500001,2018-12-06 09:38:55.250000+00:00,1,9,unsure,none,none
0.581917454867,2018-12-06 09:38:55.500000+00:00,1,9,unsure,none,none
0.581378326721,2018-12-06 09:38:55.750000+00:00,1,9,unsure,none,none
0.580754098037,2018-12-06 09:38:56+00:00,1,9,unsure,none,none
0.580517125352,2018-12-06 09:38:56.250000+00:00,1,9,unsure,none,none
0.5803350300110001,2018-12-06 09:38:56.500000+00:00,1,9,unsure,none,none
0.579952404502,2018-12-06 09:38:56.750000+00:00,1,9,unsure,none,none
0.579281760733,2018-12-06 09:38:57+00:00,1,9,unsure,none,none
0.578730353294,2018-12-06 09:38:57.250000+00:00,1,9,unsure,none,none
0.578423494348,2018-12-06 09:38:57.500000+00:00,1,9,unsure,none,none
0.577930782546,2018-12-06 09:38:57.750000+00:00,1,9,unsure,none,none
0.577459856742,2018-12-06 09:38:58+00:00,1,9,unsure,none,none
0.5772489129039999,2018-12-06 09:38:58.250000+00:00,1,9,unsure,none,none
0.577002080522,2018-12-06 09:38:58.500000+00:00,1,9,unsure,none,none
0.576822335386,2018-12-06 09:38:58.750000+00:00,1,9,unsure,none,none
0.57690675007,2018-12-06 09:38:59+00:00,1,9,unsure,none,none
0.576924541198,2018-12-06 09:38:59.250000+00:00,1,9,unsure,none,none
0.57645147898,2018-12-06 09:38:59.500000+00:00,1,9,unsure,none,none
0.575722762841,2018-12-06 09:38:59.750000+00:00,1,9,unsure,none,none
0.575064545525,2018-12-06 09:39:00+00:00,1,10,unsure,none,none
0.574452327317,2018-12-06 09:39:00.250000+00:00,1,10,unsure,none,none
0.573925776353,2018-12-06 09:39:00.500000+00:00,1,10,unsure,none,none
0.573645068567,2018-12-06 09:39:00.750000+00:00,1,10,unsure,none,none
0.573666016649,2018-12-06 09:39:01+00:00,1,10,unsure,none,none
0.573568468109,2018-12-06 09:39:01.250000+00:00,1,10,unsure,none,none
0.573215601049,2018-12-06 09:39:01.500000+00:00,1,10,unsure,none,none
0.573011551663,2018-12-06 09:39:01.750000+00:00,1,10,unsure,none,none
0.5731196539600001,2018-12-06 09:39:02+00:00,1,10,unsure,none,none
0.573241998235,2018-12-06 09:39:02.250000+00:00,1,10,unsure,none,none
0.573100650625,2018-12-06 09:39:02.500000+00:00,1,10,unsure,none,none
0.572946890854,2018-12-06 09:39:02.750000+00:00,1,10,unsure,none,none
0.573014589305,2018-12-06 09:39:03+00:00,1,10,unsure,none,none
0.5729491657069999,2018-12-06 09:39:03.250000+00:00,1,10,unsure,none,none
0.572209322376,2018-12-06 09:39:03.500000+00:00,1,10,unsure,none,none
0.571105254371,2018-12-06 09:39:03.750000+00:00,1,10,unsure,none,none
0.570334661415,2018-12-06 09:39:04+00:00,1,10,unsure,none,none
0.569715074708,2018-12-06 09:39:04.250000+00:00,1,10,unsure,none,none
0.568826994266,2018-12-06 09:39:04.500000+00:00,1,10,unsure,none,none
0.568222582286,2018-12-06 09:39:04.750000+00:00,1,10,unsure,none,none
0.5684023409269999,2018-12-06 09:39:05+00:00,1,11,unsure,none,none
0.568719682219,2018-12-06 09:39:05.250000+00:00,1,11,unsure,none,none
0.568720992063,2018-12-06 09:39:05.500000+00:00,1,11,unsure,none,none
0.568408107652,2018-12-06 09:39:05.750000+00:00,1,11,unsure,none,none
0.5677913599809999,2018-12-06 09:39:06+00:00,1,11,unsure,none,none
0.567353598483,2018-12-06 09:39:06.250000+00:00,1,11,unsure,none,none
0.5673795354860001,2018-12-06 09:39:06.500000+00:00,1,11,unsure,none,none
0.567456015977,2018-12-06 09:39:06.750000+00:00,1,11,unsure,none,none
0.567240777406,2018-12-06 09:39:07+00:00,1,11,unsure,none,none
0.566881459793,2018-12-06 09:39:07.250000+00:00,1,11,unsure,none,none
0.566773151764,2018-12-06 09:39:07.500000+00:00,1,11,unsure,none,none
0.566763940127,2018-12-06 09:39:07.750000+00:00,1,11,unsure,none,none
0.566391370276,2018-12-06 09:39:08+00:00,1,11,unsure,none,none
0.566031592553,2018-12-06 09:39:08.250000+00:00,1,11,unsure,none,none
0.566078699582,2018-12-06 09:39:08.500000+00:00,1,11,unsure,none,none
0.56614958015,2018-12-06 09:39:08.750000+00:00,1,11,unsure,none,none
0.565894467886,2018-12-06 09:39:09+00:00,1,11,unsure,none,none
0.565404725188,2018-12-06 09:39:09.250000+00:00,1,11,unsure,none,none
0.564891804735,2018-12-06 09:39:09.500000+00:00,1,11,unsure,none,none
0.564534650011,2018-12-06 09:39:09.750000+00:00,1,11,unsure,none,none
0.564730682018,2018-12-06 09:39:10+00:00,1,12,unsure,none,none
0.565305672197,2018-12-06 09:39:10.250000+00:00,1,12,unsure,none,none
0.565269368891,2018-12-06 09:39:10.500000+00:00,1,12,unsure,none,none
0.564570852964,2018-12-06 09:39:10.750000+00:00,1,12,unsure,none,none
0.5640271184610001,2018-12-06 09:39:11+00:00,1,12,unsure,none,none
0.563773888983,2018-12-06 09:39:11.250000+00:00,1,12,unsure,none,none
0.563455984042,2018-12-06 09:39:11.500000+00:00,1,12,unsure,none,none
0.563077043478,2018-12-06 09:39:11.750000+00:00,1,12,unsure,none,none
0.563004632702,2018-12-06 09:39:12+00:00,1,12,unsure,none,none
0.5631371881270001,2018-12-06 09:39:12.250000+00:00,1,12,unsure,none,none
0.5632110980830001,2018-12-06 09:39:12.500000+00:00,1,12,unsure,none,none
0.563779563251,2018-12-06 09:39:12.750000+00:00,1,12,unsure,none,none
0.566538632735,2018-12-06 09:39:13+00:00,1,12,unsure,none,none
0.572212848564,2018-12-06 09:39:13.250000+00:00,1,12,unsure,none,none
0.577078601874,2018-12-06 09:39:13.500000+00:00,1,12,unsure,none,none
0.576727515346,2018-12-06 09:39:13.750000+00:00,1,12,unsure,none,none
0.571116337567,2018-12-06 09:39:14+00:00,1,12,unsure,none,none
0.559114671627,2018-12-06 09:39:14.250000+00:00,1,12,unsure,none,none
0.527932997845,2018-12-06 09:39:14.500000+00:00,1,12,unsure,none,none
0.4684338137100001,2018-12-06 09:39:14.750000+00:00,1,12,unsure,none,none
0.370403454859,2018-12-06 09:39:15+00:00,1,13,unsure,none,none
0.245970078777,2018-12-06 09:39:15.250000+00:00,1,13,unsure,none,none
0.17222584208900002,2018-12-06 09:39:15.500000+00:00,1,13,unsure,none,none
0.232656513129,2018-12-06 09:39:15.750000+00:00,1,13,unsure,none,none
0.390254996134,2018-12-06 09:39:16+00:00,1,13,unsure,none,none
0.50930432645,2018-12-06 09:39:16.250000+00:00,1,13,unsure,none,none
0.551890498074,2018-12-06 09:39:16.500000+00:00,1,13,unsure,none,none
0.56201867492,2018-12-06 09:39:16.750000+00:00,1,13,unsure,none,none
0.553894670584,2018-12-06 09:39:17+00:00,1,13,unsure,none,none
0.516572913999,2018-12-06 09:39:17.250000+00:00,1,13,unsure,none,none
0.487571279168,2018-12-06 09:39:17.500000+00:00,1,13,unsure,none,none
0.516526653456,2018-12-06 09:39:17.750000+00:00,1,13,unsure,none,none
0.554635631683,2018-12-06 09:39:18+00:00,1,13,unsure,none,none
0.566383217489,2018-12-06 09:39:18.250000+00:00,1,13,unsure,none,none
0.5700440487539999,2018-12-06 09:39:18.500000+00:00,1,13,unsure,none,none
0.571202353581,2018-12-06 09:39:18.750000+00:00,1,13,unsure,none,none
0.5710335903830001,2018-12-06 09:39:19+00:00,1,13,unsure,none,none
0.57019941872,2018-12-06 09:39:19.250000+00:00,1,13,unsure,none,none
0.569326912117,2018-12-06 09:39:19.500000+00:00,1,13,unsure,none,none
0.568540542348,2018-12-06 09:39:19.750000+00:00,1,13,unsure,none,none
0.567636062654,2018-12-06 09:39:20+00:00,1,14,unsure,none,none
0.566692748599,2018-12-06 09:39:20.250000+00:00,1,14,unsure,none,none
0.566184940884,2018-12-06 09:39:20.500000+00:00,1,14,unsure,none,none
0.566299104787,2018-12-06 09:39:20.750000+00:00,1,14,unsure,none,none
0.566746183282,2018-12-06 09:39:21+00:00,1,14,unsure,none,none
0.567254532089,2018-12-06 09:39:21.250000+00:00,1,14,unsure,none,none
0.567638094217,2018-12-06 09:39:21.500000+00:00,1,14,unsure,none,none
0.567985320809,2018-12-06 09:39:21.750000+00:00,1,14,unsure,none,none
0.568334049322,2018-12-06 09:39:22+00:00,1,14,unsure,none,none
0.568275040123,2018-12-06 09:39:22.250000+00:00,1,14,unsure,none,none
0.567725526719,2018-12-06 09:39:22.500000+00:00,1,14,unsure,none,none
0.567262661542,2018-12-06 09:39:22.750000+00:00,1,14,unsure,none,none
0.567135946418,2018-12-06 09:39:23+00:00,1,14,unsure,none,none
0.566718115968,2018-12-06 09:39:23.250000+00:00,1,14,unsure,none,none
0.56587230354,2018-12-06 09:39:23.500000+00:00,1,14,unsure,none,none
0.565209605928,2018-12-06 09:39:23.750000+00:00,1,14,unsure,none,none
0.565148423027,2018-12-06 09:39:24+00:00,1,14,unsure,none,none
0.565153405167,2018-12-06 09:39:24.250000+00:00,1,14,unsure,none,none
0.5643328222899999,2018-12-06 09:39:24.500000+00:00,1,14,unsure,none,none
0.563333158245,2018-12-06 09:39:24.750000+00:00,1,14,unsure,none,none
0.562999251389,2018-12-06 09:39:25+00:00,1,15,unsure,none,none
0.562862762885,2018-12-06 09:39:25.250000+00:00,1,15,unsure,none,none
0.562282719182,2018-12-06 09:39:25.500000+00:00,1,15,unsure,none,none
0.561344267128,2018-12-06 09:39:25.750000+00:00,1,15,unsure,none,none
0.56052856688,2018-12-06 09:39:26+00:00,1,15,unsure,none,none
0.560039766992,2018-12-06 09:39:26.250000+00:00,1,15,unsure,none,none
0.5596418094960001,2018-12-06 09:39:26.500000+00:00,1,15,unsure,none,none
0.559225701609,2018-12-06 09:39:26.750000+00:00,1,15,unsure,none,none
0.559106176432,2018-12-06 09:39:27+00:00,1,15,unsure,none,none
0.5591155875639999,2018-12-06 09:39:27.250000+00:00,1,15,unsure,none,none
0.558817951407,2018-12-06 09:39:27.500000+00:00,1,15,unsure,none,none
0.558244986209,2018-12-06 09:39:27.750000+00:00,1,15,unsure,none,none
0.557491416501,2018-12-06 09:39:28+00:00,1,15,unsure,none,none
0.556848184681,2018-12-06 09:39:28.250000+00:00,1,15,unsure,none,none
0.5567613440779999,2018-12-06 09:39:28.500000+00:00,1,15,unsure,none,none
0.557109091781,2018-12-06 09:39:28.750000+00:00,1,15,unsure,none,none
0.557030927483,2018-12-06 09:39:29+00:00,1,15,unsure,none,none
0.555968034003,2018-12-06 09:39:29.250000+00:00,1,15,unsure,none,none
0.554676563887,2018-12-06 09:39:29.500000+00:00,1,15,unsure,none,none
0.554041251043,2018-12-06 09:39:29.750000+00:00,1,15,unsure,none,none
0.554069721642,2018-12-06 09:39:30+00:00,1,16,unsure,none,none
0.554352374303,2018-12-06 09:39:30.250000+00:00,1,16,unsure,none,none
0.5543865898899999,2018-12-06 09:39:30.500000+00:00,1,16,unsure,none,none
0.5542203592930001,2018-12-06 09:39:30.750000+00:00,1,16,unsure,none,none
0.5540700612780001,2018-12-06 09:39:31+00:00,1,16,unsure,none,none
0.553724887362,2018-12-06 09:39:31.250000+00:00,1,16,unsure,none,none
0.5531502298300001,2018-12-06 09:39:31.500000+00:00,1,16,unsure,none,none
0.5524387901919999,2018-12-06 09:39:31.750000+00:00,1,16,unsure,none,none
0.551940251968,2018-12-06 09:39:32+00:00,1,16,unsure,none,none
0.551853731205,2018-12-06 09:39:32.250000+00:00,1,16,unsure,none,none
0.551608689914,2018-12-06 09:39:32.500000+00:00,1,16,unsure,none,none
0.55086143239,2018-12-06 09:39:32.750000+00:00,1,16,unsure,none,none
0.549462220183,2018-12-06 09:39:33+00:00,1,16,unsure,none,none
0.545448513727,2018-12-06 09:39:33.250000+00:00,1,16,unsure,none,none
0.540380068893,2018-12-06 09:39:33.500000+00:00,1,16,unsure,none,none
0.535235629463,2018-12-06 09:39:33.750000+00:00,1,16,unsure,none,none
0.516508912556,2018-12-06 09:39:34+00:00,1,16,unsure,none,none
0.4511939053,2018-12-06 09:39:34.250000+00:00,1,16,unsure,none,none
0.337545057794,2018-12-06 09:39:34.500000+00:00,1,16,unsure,none,none
0.261940150802,2018-12-06 09:39:34.750000+00:00,1,16,unsure,none,none
0.303907619412,2018-12-06 09:39:35+00:00,1,17,unsure,none,none
0.418516778271,2018-12-06 09:39:35.250000+00:00,1,17,unsure,none,none
0.5077065983829999,2018-12-06 09:39:35.500000+00:00,1,17,unsure,none,none
0.544702534316,2018-12-06 09:39:35.750000+00:00,1,17,unsure,none,none
0.556232854075,2018-12-06 09:39:36+00:00,1,17,unsure,none,none
0.559817923144,2018-12-06 09:39:36.250000+00:00,1,17,unsure,none,none
0.560935705328,2018-12-06 09:39:36.500000+00:00,1,17,unsure,none,none
0.561603539867,2018-12-06 09:39:36.750000+00:00,1,17,unsure,none,none
0.561859415623,2018-12-06 09:39:37+00:00,1,17,unsure,none,none
0.561612690423,2018-12-06 09:39:37.250000+00:00,1,17,unsure,none,none
0.561415674074,2018-12-06 09:39:37.500000+00:00,1,17,unsure,none,none
0.561441214494,2018-12-06 09:39:37.750000+00:00,1,17,unsure,none,none
0.561275951073,2018-12-06 09:39:38+00:00,1,17,unsure,none,none
0.560688435454,2018-12-06 09:39:38.250000+00:00,1,17,unsure,none,none
0.560202868686,2018-12-06 09:39:38.500000+00:00,1,17,unsure,none,none
0.560036911275,2018-12-06 09:39:38.750000+00:00,1,17,unsure,none,none
0.559957790819,2018-12-06 09:39:39+00:00,1,17,unsure,none,none
0.5598545327109999,2018-12-06 09:39:39.250000+00:00,1,17,unsure,none,none
0.559582306793,2018-12-06 09:39:39.500000+00:00,1,17,unsure,none,none
0.559208471799,2018-12-06 09:39:39.750000+00:00,1,17,unsure,none,none
0.559107052927,2018-12-06 09:39:40+00:00,1,18,unsure,none,none
0.559135799742,2018-12-06 09:39:40.250000+00:00,1,18,unsure,none,none
0.558885848931,2018-12-06 09:39:40.500000+00:00,1,18,unsure,none,none
0.558455802366,2018-12-06 09:39:40.750000+00:00,1,18,unsure,none,none
0.558140842714,2018-12-06 09:39:41+00:00,1,18,unsure,none,none
0.557948390235,2018-12-06 09:39:41.250000+00:00,1,18,unsure,none,none
0.557608510458,2018-12-06 09:39:41.500000+00:00,1,18,unsure,none,none
0.557093670598,2018-12-06 09:39:41.750000+00:00,1,18,unsure,none,none
0.5565804726210001,2018-12-06 09:39:42+00:00,1,18,unsure,none,none
0.556248172061,2018-12-06 09:39:42.250000+00:00,1,18,unsure,none,none
0.556080217412,2018-12-06 09:39:42.500000+00:00,1,18,unsure,none,none
0.5558410349399999,2018-12-06 09:39:42.750000+00:00,1,18,unsure,none,none
0.555644330223,2018-12-06 09:39:43+00:00,1,18,unsure,none,none
0.555663388274,2018-12-06 09:39:43.250000+00:00,1,18,unsure,none,none
0.555475756292,2018-12-06 09:39:43.500000+00:00,1,18,unsure,none,none
0.554818261051,2018-12-06 09:39:43.750000+00:00,1,18,unsure,none,none
0.55411659931,2018-12-06 09:39:44+00:00,1,18,unsure,none,none
0.5537348703980001,2018-12-06 09:39:44.250000+00:00,1,18,unsure,none,none
0.553587194447,2018-12-06 09:39:44.500000+00:00,1,18,unsure,none,none
0.553466440688,2018-12-06 09:39:44.750000+00:00,1,18,unsure,none,none
0.553203239511,2018-12-06 09:39:45+00:00,1,19,unsure,none,none
